# Program:featureCounts v1.6.0; Command:"featureCounts" "-T" "1" "-t" "exon" "-g" "Parent" "-a" "../Reference_Data/PlasmoDB-41_Pfalciparum3D7.gff" "-o" "vehicle_drug_feature_counts_exons.txt" "-p" "vehicle_rep1.bam" "vehicle_rep2.bam" "drug_rep1.bam" "drug_rep2.bam" 
Geneid	Chr	Start	End	Strand	Length	vehicle_rep1.bam	vehicle_rep2.bam	drug_rep1.bam	drug_rep2.bam
PF3D7_1303200.2,PF3D7_1303200.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	160488;160905;161357;161630	160775;160989;161471;161660	-;-;-;-	519	45	69	79	85
PF3D7_1303200.1	Pf3D7_13_v3	161149	161256	-	108	1	2	0	0
PF3D7_1141800.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1672519;1672951;1673187;1673566;1673828;1673976;1674267	1672814;1673022;1673450;1673705;1673879;1674045;1674557	-;-;-;-;-;-;-	1185	41	64	84	60
PF3D7_1130200.1	Pf3D7_11_v3	1165221	1166171	+	951	5003	5451	5340	4926
PF3D7_1421700.1	Pf3D7_14_v3	887932	888120	-	189	3	5	5	3
PF3D7_1458700.1	Pf3D7_14_v3	2410954	2412015	-	1062	100	101	239	247
PF3D7_0414400.1	Pf3D7_04_v3;Pf3D7_04_v3	652350;652629	652416;653554	+;+	993	0	2	5	3
PF3D7_0202200.1	Pf3D7_02_v3;Pf3D7_02_v3	112547;113452	113188;113682	-;-	873	4	5	100	118
PF3D7_1372000.1	Pf3D7_13_v3;Pf3D7_13_v3	2832952;2833204	2833086;2834322	+;+	1254	2	2	125	186
PF3D7_0706900.1	Pf3D7_07_v3	326726	326797	-	72	0	0	0	0
PF3D7_1117900.1	Pf3D7_11_v3;Pf3D7_11_v3	678752;682992	682877;683281	+;+	4416	124	120	113	120
PF3D7_0604400.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	184892;185413;185613;185803	185244;185489;185678;185843	+;+;+;+	537	0	0	0	2
PF3D7_1219500.1	Pf3D7_12_v3	784018	784830	+	813	0	2	0	1
PF3D7_0417000.1	Pf3D7_04_v3;Pf3D7_04_v3	742149;742796	742680;743091	+;+	828	1	23	3	5
PF3D7_0709700.1	Pf3D7_07_v3	435089	436195	-	1107	253	309	238	214
PF3D7_1133900.1	Pf3D7_11_v3;Pf3D7_11_v3	1313257;1313767	1313545;1317173	+;+	3696	140	87	150	172
PF3D7_1018700.1	Pf3D7_10_v3	747028	748887	+	1860	341	221	273	295
PF3D7_1213900.1	Pf3D7_12_v3;Pf3D7_12_v3	595167;595448	595251;598776	-;-	3414	99	98	226	295
PF3D7_1203100.1	Pf3D7_12_v3;Pf3D7_12_v3	171507;171735	171617;172136	-;-	513	127	146	152	151
mal_rna_14:rRNA	Pf_M76611	5026	5201	-	176	120	180	67	62
PF3D7_0512100.1	Pf3D7_05_v3;Pf3D7_05_v3	528846;529099	528921;529409	-;-	387	45	52	15	23
PF3D7_0405800.1	Pf3D7_04_v3	315562	315870	+	309	84	119	65	61
PF3D7_0933100.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	1314552;1315799;1316006;1316352	1315605;1315882;1316099;1317597	+;+;+;+	2478	37	45	36	48
PF3D7_0505600.1	Pf3D7_05_v3	245933	246934	+	1002	91	108	87	75
PF3D7_1248000.1	Pf3D7_12_v3	1973584	1974246	+	663	24	14	8	13
PF3D7_0812100.1	Pf3D7_08_v3	604923	612878	+	7956	327	237	151	153
PF3D7_0722100.1	Pf3D7_07_v3	944023	945234	+	1212	157	176	133	129
PF3D7_1457000.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2336649;2337294;2337484;2337667;2337924;2338321;2338536;2338783;2339060	2337158;2337359;2337534;2337797;2337999;2338429;2338624;2338895;2339153	-;-;-;-;-;-;-;-;-	1239	1424	1639	1285	1232
PF3D7_0601500.1	Pf3D7_06_v3;Pf3D7_06_v3	65788;67194	67107;67277	-;-	1404	0	0	0	0
PF3D7_0624600.1	Pf3D7_06_v3	999524	1007683	+	8160	631	367	664	850
PF3D7_1435200.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1419383;1419617;1419865;1420203	1419472;1419692;1420046;1420934	+;+;+;+	1080	54	61	41	50
PF3D7_1227000.1	Pf3D7_12_v3	1092160	1092651	-	492	30	17	15	11
PF3D7_0311600.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	499602;500067;501630;501850;502288	499904;501463;501733;502088;502353	+;+;+;+;+	2109	155	135	148	161
PF3D7_1440500.1	Pf3D7_14_v3	1654047	1655708	+	1662	56	38	226	263
PF3D7_1238700.1	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1605107;1605348;1605850;1606070;1607274	1605125;1605446;1605888;1607164;1607539	+;+;+;+;+	1518	202	198	199	269
PF3D7_1000500.1	Pf3D7_10_v3;Pf3D7_10_v3	48052;49331	49107;49384	-;-	1110	1	1	1	0
PF3D7_1358000.1	Pf3D7_13_v3;Pf3D7_13_v3	2297900;2303981	2303724;2304194	-;-	6039	72	50	97	85
PF3D7_0910500.1	Pf3D7_09_v3	482461	487554	-	5094	25	18	34	37
PF3D7_0907400.1	Pf3D7_09_v3	351955	354723	-	2769	369	415	379	458
PF3D7_0103500.1	Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3;Pf3D7_01_v3	154176;156657;159141;159319;159556;159756;160088	156520;158966;159234;159431;159645;159936;160426	+;+;+;+;+;+;+	5472	13	12	2	8
PF3D7_0614700.1	Pf3D7_06_v3;Pf3D7_06_v3	612471;614341	614227;614398	+;+	1815	61	78	84	76
PF3D7_0425000.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	1129660;1130046;1130108;1130450;1130571;1130824;1130843	1130043;1130106;1130448;1130569;1130732;1130841;1130893	-;-;-;-;-;-;-	1137	0	0	0	0
PF3D7_0830400.1	Pf3D7_08_v3;Pf3D7_08_v3	1294022;1294481	1294193;1294722	+;+	414	657	652	243	300
PF3D7_1308600.1	Pf3D7_13_v3	396734	400951	-	4218	11	16	12	13
PF3D7_0933300.1	Pf3D7_09_v3	1320345	1323293	+	2949	139	98	63	66
PF3D7_1009100.1	Pf3D7_10_v3	372519	374072	+	1554	0	5	3	1
PF3D7_1349500.1	Pf3D7_13_v3;Pf3D7_13_v3	1985337;1985527	1985394;1995614	-;-	10146	170	152	138	168
PF3D7_0104900.1	Pf3D7_01_v3	218517	218824	-	308	68	71	68	71
PF3D7_1252000.1	Pf3D7_12_v3	2113730	2113801	-	72	0	0	0	0
PF3D7_0321800.1	Pf3D7_03_v3	912916	921036	+	8121	108	94	110	127
PF3D7_1334800.1	Pf3D7_13_v3	1413102	1413947	-	846	282	210	209	228
PF3D7_1332200.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1332299;1334111;1335432	1333970;1335283;1335592	+;+;+	3006	32	62	30	45
PF3D7_0823600.1	Pf3D7_08_v3	1039907	1041211	-	1305	8	30	14	18
PF3D7_1229100.1	Pf3D7_12_v3	1192888	1199214	-	6327	350	211	424	513
PF3D7_0706500.1	Pf3D7_07_v3	309902	315022	-	5121	321	214	446	508
PF3D7_0411500.1	Pf3D7_04_v3	517722	517793	+	72	0	0	0	0
PF3D7_1015600.1	Pf3D7_10_v3;Pf3D7_10_v3	627044;628899	628644;629040	-;-	1743	966	843	860	1006
PF3D7_0317000.1	Pf3D7_03_v3;Pf3D7_03_v3	682795;683241	683108;683685	-;-	759	984	1170	632	645
PF3D7_1430600.1	Pf3D7_14_v3	1207398	1210028	+	2631	143	124	78	122
PF3D7_1363300.1	Pf3D7_13_v3;Pf3D7_13_v3	2542284;2543096	2542981;2543150	+;+	753	56	98	32	44
PF3D7_0516000.1	Pf3D7_05_v3;Pf3D7_05_v3	663551;666819	666706;666917	+;+	3255	80	71	85	65
PF3D7_1142100.1	Pf3D7_11_v3	1681868	1690084	-	8217	199	153	215	249
PF3D7_0816200.1	Pf3D7_08_v3	750082	750711	-	630	219	250	277	308
PF3D7_0317200.1	Pf3D7_03_v3	690154	694815	-	4662	894	539	970	1121
PF3D7_0205300.1	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	219690;221054;221260;221450;221760;222173	220936;221147;221355;221618;221920;222256	+;+;+;+;+;+	1851	2	17	21	25
PF3D7_1351800.2,PF3D7_1351800.1	Pf3D7_13_v3	2065373	2065448	+	76	1	0	1	0
PF3D7_1351800.2	Pf3D7_13_v3	2065778	2066409	+	632	0	0	0	0
PF3D7_1351800.1	Pf3D7_13_v3	2065793	2066409	+	617	0	0	0	0
PF3D7_0417500.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	777200;777390;777550;777776;777944;778114;778337;778527;778758;778951;779163;779373	777268;777443;777620;777824;778004;778192;778407;778647;778870;779019;779244;779424	-;-;-;-;-;-;-;-;-;-;-;-	891	546	847	487	515
PF3D7_0906890.1	Pf3D7_09_v3	335071	335490	+	420	18	18	11	20
PF3D7_1425600.1	Pf3D7_14_v3	995161	1000506	-	5346	5	2	63	105
PF3D7_0303600.1	Pf3D7_03_v3	190180	190719	+	540	25	22	5	7
PF3D7_0629900.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	1250412;1251198;1251469	1251056;1251356;1251651	+;+;+	987	242	288	260	241
PF3D7_0506600.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	278774;278880;278919;279024;279156;279291	278877;278917;279022;279153;279289;279495	-;-;-;-;-;-	715	3	4	4	1
PF3D7_1040600.1	Pf3D7_10_v3;Pf3D7_10_v3	1619086;1619333	1619154;1620244	+;+	981	0	0	8	11
PF3D7_0318300.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	756491;759664;760202	759334;760088;760292	-;-;-	3360	145	119	162	228
PF3D7_0515000.1	Pf3D7_05_v3	620810	623356	-	2547	560	599	525	693
PF3D7_1346900.1	Pf3D7_13_v3	1881902	1882657	+	756	158	91	71	72
PF3D7_1414000.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	553639;553829;553973;554269;554486;554738;554867;555068;555326;555546;555761	553697;553861;554103;554350;554590;554786;554916;555158;555382;555638;555772	-;-;-;-;-;-;-;-;-;-;-	762	525	642	711	710
PF3D7_1109400.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	390644;390809;391302;391501;391965;392828	390687;390925;391407;391671;392333;393331	-;-;-;-;-;-	1311	518	474	298	296
PF3D7_0606400.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	263936;264126;264304;264584;264775	264007;264187;264442;264632;264830	-;-;-;-;-	378	4	4	0	1
PF3D7_0910000.1	Pf3D7_09_v3	452399	455743	-	3345	6	19	5	4
PF3D7_0907300.1	Pf3D7_09_v3	350186	350962	-	777	79	68	38	64
PF3D7_0521900.1	Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3;Pf3D7_05_v3	888657;888961;893912;894175;894520;895118	888683;893787;894072;894285;894694;895144	+;+;+;+;+;+	5328	9	6	12	11
PF3D7_0418600.1	Pf3D7_04_v3	834394	840429	+	6036	11	6	42	65
PF3D7_0721800.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	938279;938565;938789	938429;938627;938895	+;+;+	321	358	313	307	390
PF3D7_1305500.1	Pf3D7_13_v3	271411	273726	+	2316	6	4	3	4
PF3D7_0531600.1	Pf3D7_05_v3	1289601	1291692	+	2092	98	44	247	146
PF3D7_1346200.1	Pf3D7_13_v3	1845878	1846384	-	507	19	22	7	8
PF3D7_0817000.1	Pf3D7_08_v3	772568	773737	+	1170	45	56	26	29
PF3D7_0723600.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	986598;987018;987223	986831;987090;987365	+;+;+	450	90	71	73	43
PF3D7_0910900.1	Pf3D7_09_v3;Pf3D7_09_v3	495946;496154	495991;497727	-;-	1620	282	346	339	379
PF3D7_0511800.1	Pf3D7_05_v3;Pf3D7_05_v3	520720;521655	521495;522693	-;-	1815	1016	901	709	795
PF3D7_1330000.2,PF3D7_1330000.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1272213;1272451;1272874;1273120;1273415;1273608;1273776	1272329;1272537;1272965;1273195;1273499;1273654;1273859	+;+;+;+;+;+;+	588	83	93	85	98
PF3D7_1330000.1	Pf3D7_13_v3	1272668	1272700	+	33	0	0	0	0
PF3D7_1324000.1	Pf3D7_13_v3	990899	995278	-	4380	47	39	42	49
PF3D7_0212800.1	Pf3D7_02_v3	528249	531923	+	3675	88	172	32	36
PF3D7_1362000.1	Pf3D7_13_v3	2486754	2487353	+	600	99	136	309	296
PF3D7_1024800.1	Pf3D7_10_v3	1034685	1039079	+	4395	604	444	901	1077
PF3D7_0908800.1	Pf3D7_09_v3;Pf3D7_09_v3	404312;406194	405992;406285	+;+	1773	238	230	147	136
PF3D7_1106500.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	268244;268462;273546	268348;273415;274552	-;-;-	6066	101	68	99	96
PF3D7_1326300.1	Pf3D7_13_v3;Pf3D7_13_v3	1092394;1094105	1093894;1094187	-;-	1584	345	287	276	303
PF3D7_1428800.2,PF3D7_1428800.1	Pf3D7_14_v3;Pf3D7_14_v3	1133067;1134014	1133891;1134100	+;+	912	89	101	51	60
PF3D7_1428800.2	Pf3D7_14_v3	1134206	1134400	+	195	0	0	0	0
PF3D7_1428800.1	Pf3D7_14_v3	1134209	1134400	+	192	0	0	0	0
PF3D7_0200700.1	Pf3D7_02_v3;Pf3D7_02_v3	48923;50094	49861;50147	-;-	993	0	0	0	0
PF3D7_0833000.1	Pf3D7_08_v3;Pf3D7_08_v3	1417438;1417573	1417491;1418625	+;+	1107	2	2	3	3
PF3D7_1010400.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	415404;416027;416258;416433;416654;417282	415496;416136;416347;416555;417142;417471	-;-;-;-;-;-	1095	72	71	59	41
PF3D7_1033500.1	Pf3D7_10_v3	1341646	1343775	+	2130	89	108	85	103
PF3D7_0908100.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	373762;374171;374354	373884;374245;375586	-;-;-	1431	27	46	14	9
PF3D7_0419600.1	Pf3D7_04_v3;Pf3D7_04_v3	870737;871100	870805;871873	+;+	843	912	772	725	905
PF3D7_1305400.1	Pf3D7_13_v3;Pf3D7_13_v3	268785;269183	269059;270737	-;-	1830	87	77	46	66
PF3D7_0929900.1	Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3;Pf3D7_09_v3	1187663;1188035;1188243;1188414;1188590;1188785	1187855;1188109;1188294;1188491;1188701;1188850	+;+;+;+;+;+	576	66	95	49	51
PF3D7_1018400.1	Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3;Pf3D7_10_v3	734722;734886;735073;735286	734779;734934;735112;735738	+;+;+;+	600	10	2	1	4
PF3D7_1201500.1	Pf3D7_12_v3	98978	100471	+	1494	130	116	255	337
PF3D7_1343200.1	Pf3D7_13_v3	1704570	1706123	+	1554	234	284	545	551
PF3D7_0917100.1	Pf3D7_09_v3	713216	715489	-	2274	34	36	58	53
PF3D7_0425900.1	Pf3D7_04_v3;Pf3D7_04_v3	1169980;1170264	1170033;1171184	+;+	975	1	0	5	14
PF3D7_API05100.1	Pf3D7_API_v3	26870	26941	-	72	0	0	0	0
PF3D7_0301300.1	Pf3D7_03_v3;Pf3D7_03_v3	82011;83420	83228;83515	-;-	1314	53	36	102	109
PF3D7_1412700.1	Pf3D7_14_v3	512363	516022	+	3660	78	77	67	73
PF3D7_0728500.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1216088;1216333;1216548;1216851;1217151	1216135;1216430;1216690;1216942;1217201	-;-;-;-;-	432	5	12	2	4
PF3D7_0807800.1	Pf3D7_08_v3;Pf3D7_08_v3	399591;401271	400946;401360	-;-	1446	425	390	373	412
PF3D7_1134800.1	Pf3D7_11_v3;Pf3D7_11_v3	1367186;1368720	1368559;1368809	+;+	1464	212	222	305	299
PF3D7_1471400.1	Pf3D7_14_v3;Pf3D7_14_v3	2919190;2920806	2920623;2920871	-;-	1500	202	270	405	397
PF3D7_0416800.1	Pf3D7_04_v3;Pf3D7_04_v3;Pf3D7_04_v3	729962;730153;730724	729978;730214;731223	+;+;+	579	1186	1755	971	1048
PF3D7_0932900.1	Pf3D7_09_v3	1309467	1309943	-	477	3	2	0	1
PF3D7_1440800.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1665463;1666892;1667167	1666726;1666999;1667543	+;+;+	1749	99	122	175	174
PF3D7_1004000.1	Pf3D7_10_v3;Pf3D7_10_v3	179344;180215	179940;180226	-;-	609	2521	2809	1354	1367
PF3D7_1135400.1	Pf3D7_11_v3	1384378	1385115	-	738	263	207	177	206
PF3D7_0321500.1	Pf3D7_03_v3	896546	899770	-	3225	490	495	155	156
PF3D7_1229600.1	Pf3D7_12_v3;Pf3D7_12_v3	1214043;1214321	1214139;1217715	-;-	3492	182	152	246	298
PF3D7_1114300.1	Pf3D7_11_v3	546632	546979	+	348	0	0	0	0
PF3D7_API04500.1	Pf3D7_API_v3	22052	22357	-	306	0	0	0	0
PF3D7_1112600.1	Pf3D7_11_v3	478823	480946	-	2124	72	55	71	88
PF3D7_0423000.1	Pf3D7_04_v3	1047696	1048478	+	783	160	281	204	214
PF3D7_1433600.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	1341689;1341897;1342200	1341757;1342043;1342289	+;+;+	306	233	277	181	175
PF3D7_0935700.1	Pf3D7_09_v3;Pf3D7_09_v3	1409199;1409481	1409294;1410008	+;+	624	0	0	0	0
PF3D7_1145600.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1810290;1810477;1810724	1810317;1810619;1812442	-;-;-	1890	87	108	186	178
PF3D7_1233100.1	Pf3D7_12_v3	1359169	1359576	+	408	125	191	162	208
PF3D7_1469300.1	Pf3D7_14_v3	2841122	2841910	-	789	141	125	155	230
PF3D7_0223300.1	Pf3D7_02_v3;Pf3D7_02_v3	909350;909831	909421;911054	+;+	1296	0	0	1	0
PF3D7_1125300.1	Pf3D7_11_v3	991863	996458	+	4596	265	276	204	280
PF3D7_0422700.1	Pf3D7_04_v3	1040470	1041642	+	1173	178	137	249	240
PF3D7_1113000.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	492091;493471;495738;496287;496774;497746;498629	493315;495633;496163;496535;497598;498516;510738	+;+;+;+;+;+;+	17769	8	21	14	19
PF3D7_1041100.1	Pf3D7_10_v3;Pf3D7_10_v3	1635596;1635829	1635649;1636779	+;+	1005	0	0	0	1
PF3D7_0900200.1	Pf3D7_09_v3;Pf3D7_09_v3	29797;31104	30873;31157	-;-	1131	0	0	1	1
PF3D7_0829600.1	Pf3D7_08_v3	1269135	1269647	+	513	4	24	37	41
PF3D7_1118200.1	Pf3D7_11_v3	688766	691558	-	2793	367	308	281	338
PF3D7_0321200.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	886962;887592;887779;888071;888218;888403;888739	887441;887659;887943;888131;888268;888533;888976	-;-;-;-;-;-;-	1194	129	121	105	113
PF3D7_1127300.1	Pf3D7_11_v3	1063670	1064551	-	882	75	59	18	40
PF3D7_0732600.1	Pf3D7_07_v3	1406853	1407065	+	213	0	0	0	0
PF3D7_0212100.1	Pf3D7_02_v3	483436	488970	+	5535	444	472	406	579
PF3D7_1136600.1	Pf3D7_11_v3	1441503	1445471	+	3969	122	114	204	253
PF3D7_1411200.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	452175;452481;452960;453265	452329;452726;453160;454879	-;-;-;-	2217	220	302	367	400
PF3D7_1361600.1	Pf3D7_13_v3	2469127	2469540	-	414	113	202	67	93
PF3D7_0806400.1	Pf3D7_08_v3	344288	344821	+	534	28	30	9	10
PF3D7_1202200.1	Pf3D7_12_v3	116475	117449	-	975	397	405	340	379
PF3D7_1115400.1	Pf3D7_11_v3	584328	585806	-	1479	375	358	444	442
PF3D7_1247000.1,PF3D7_1247000.2	Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3;Pf3D7_12_v3	1946914;1947222;1947685;1947983;1948667	1947116;1947344;1947752;1948487;1948733	+;+;+;+;+	966	64	109	80	77
PF3D7_1247000.2	Pf3D7_12_v3	1947447	1947572	+	126	0	0	0	0
PF3D7_1247000.1	Pf3D7_12_v3	1947447	1947584	+	138	0	0	0	0
PF3D7_0106000.1	Pf3D7_01_v3	255775	258543	-	2769	174	232	171	187
PF3D7_1359400.1	Pf3D7_13_v3;Pf3D7_13_v3	2359251;2360106	2359687;2361198	-;-	1530	942	775	1307	1351
PF3D7_0725400.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1079015;1079400;1079671;1079857	1079065;1079443;1079706;1080055	+;+;+;+	330	40	43	39	46
PF3D7_1126700.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1040790;1042181;1042371;1042632;1042833;1043029;1043179;1043329;1043456;1043631;1043902;1044416;1044566;1044724;1044935;1045263;1045518;1045749;1046031	1042020;1042215;1042481;1042721;1042931;1043079;1043232;1043370;1043497;1043702;1044312;1044466;1044619;1044786;1045051;1045334;1045562;1045832;1046087	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2781	65	59	65	71
PF3D7_1324200.1	Pf3D7_13_v3;Pf3D7_13_v3;Pf3D7_13_v3	1000100;1001346;1001757	1001202;1001595;1001882	-;-;-	1479	253	263	318	395
PF3D7_0724500.1	Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3;Pf3D7_07_v3	1024672;1025245;1025745;1026111	1025015;1025518;1025984;1026167	+;+;+;+	915	8	17	11	8
PF3D7_1353400.1	Pf3D7_13_v3	2139728	2143222	+	3495	29	24	37	49
PF3D7_0712000.1	Pf3D7_07_v3;Pf3D7_07_v3	527338;529654	528687;535131	-;-	6828	2	2	11	10
PF3D7_1147300.1	Pf3D7_11_v3	1883775	1887860	+	4086	423	305	324	385
malmito_rna_21:rRNA	Pf_M76611	1807	1829	+	23	0	0	0	1
PF3D7_0606500.1	Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3;Pf3D7_06_v3	265839;266045;266398;266807;267094	265925;266248;266655;266943;268399	-;-;-;-;-	1992	349	420	425	439
PF3D7_1453500.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	2194694;2194867;2195109	2194740;2194978;2198480	-;-;-	3531	5	10	6	7
PF3D7_0201000.1	Pf3D7_02_v3;Pf3D7_02_v3	57344;58368	58228;58421	-;-	939	0	0	1	0
PF3D7_1414500.1	Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3;Pf3D7_14_v3	578369;578622;582259;586893;587215;587494	578467;582052;586674;587036;587365;587529	-;-;-;-;-;-	8277	181	128	296	325
PF3D7_0219700.1	Pf3D7_02_v3;Pf3D7_02_v3	783723;784688	784469;784828	-;-	888	13	4	94	111
PF3D7_1038700.1	Pf3D7_10_v3;Pf3D7_10_v3	1554529;1555493	1555401;1555702	-;-	1083	8	5	82	94
PF3D7_1336500.1	Pf3D7_13_v3	1479501	1479598	-	98	0	0	0	0
PF3D7_1138900.1	Pf3D7_11_v3	1540804	1544163	+	3360	15	17	0	3
PF3D7_1138600.1	Pf3D7_11_v3;Pf3D7_11_v3;Pf3D7_11_v3	1522359;1522619;1524278	1522459;1524032;1524346	-;-;-	1584	127	86	60	69
PF3D7_0933400.1	Pf3D7_09_v3	1323893	1324699	+	807	27	41	24	28
PF3D7_1429000.1	Pf3D7_14_v3	1140579	1141292	-	714	92	75	66	84
PF3D7_0304800.1	Pf3D7_03_v3	227057	231397	+	4341	31	35	16	33
PF3D7_1243400.1	Pf3D7_12_v3	1818738	1820069	+	1332	27	14	33	34
PF3D7_0614000.1	Pf3D7_06_v3	587019	588635	-	1617	262	264	162	205
PF3D7_1039100.1	Pf3D7_10_v3;Pf3D7_10_v3	1574060;1574437	1574248;1575948	+;+	1701	1	0	19	26
PF3D7_1234000.1	Pf3D7_12_v3;Pf3D7_12_v3	1411607;1411989	1411756;1413104	-;-	1266	75	87	74	75
PF3D7_0307600.1	Pf3D7_03_v3;Pf3D7_03_v3;Pf3D7_03_v3	325922;326129;326296	326030;326172;328383	+;+;+	2241	166	196	135	143
PF3D7_1456100.1	Pf3D7_14_v3	2301456	2302844	-	1389	9	4	2	4
PF3D7_0724400.1	Pf3D7_07_v3;Pf3D7_07_v3	1023651;1024066	1023942;1024121	+;+	348	70	65	53	65
PF3D7_0207500.1	Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3;Pf3D7_02_v3	298897;301166;301403;302531	301052;301300;302173;302564	-;-;-;-	3096	1438	940	842	1007
PF3D7_0828800.1	Pf3D7_08_v3	1237285	1239501	-	2217	20	36	101	139
PF3D7_1457500.1	Pf3D7_14_v3	2360874	2362133	-	1260	105	169	236	231
malmito_rna_15:rRNA	Pf_M76611	594	624	-	31	0	0	0	0
PF3D7_0420400.1	Pf3D7_04_v3	929340	930140	+	801	121	175	57	59
